transaksi_id;invoice_line_id;invoice_id;sk_track;album_title;artist_name;genre_name;media_name;sk_trackdate;kuartal;tanggal;bulan;tahun_angka;hari_dalam_bulan_angka;sk_employee;employee_name;sk_customer;customer_name;unit_price;quantity;totalrevenue;billing_country
806;806;150;1389;The Number of The Beast                                                                                                                                         ;Iron Maiden                                                                                                             ;Metal                                                                                                                   ;MPEG audio file                                                                                                         ;20221016;Q4;2022/10/16 00:00:00.000000000;October                       ;2022;16;4;Margaret Park                                                                                       ;39;Camille Bernard                                                                                     ;0.99;1;0.99;France                                                                                              
807;807;150;1393;The Number of The Beast                                                                                                                                         ;Iron Maiden                                                                                                             ;Rock                                                                                                                    ;MPEG audio file                                                                                                         ;20221016;Q4;2022/10/16 00:00:00.000000000;October                       ;2022;16;4;Margaret Park                                                                                       ;39;Camille Bernard                                                                                     ;0.99;1;0.99;France                                                                                              
808;808;150;1397;The X Factor                                                                                                                                                    ;Iron Maiden                                                                                                             ;Rock                                                                                                                    ;MPEG audio file                                                                                                         ;20221016;Q4;2022/10/16 00:00:00.000000000;October                       ;2022;16;4;Margaret Park                                                                                       ;39;Camille Bernard                                                                                     ;0.99;1;0.99;France                                                                                              
809;809;150;1401;The X Factor                                                                                                                                                    ;Iron Maiden                                                                                                             ;Rock                                                                                                                    ;MPEG audio file                                                                                                         ;20221016;Q4;2022/10/16 00:00:00.000000000;October                       ;2022;16;4;Margaret Park                                                                                       ;39;Camille Bernard                                                                                     ;0.99;1;0.99;France                                                                                              
810;810;150;1405;The X Factor                                                                                                                                                    ;Iron Maiden                                                                                                             ;Rock                                                                                                                    ;MPEG audio file                                                                                                         ;20221016;Q4;2022/10/16 00:00:00.000000000;October                       ;2022;16;4;Margaret Park                                                                                       ;39;Camille Bernard                                                                                     ;0.99;1;0.99;France                                                                                              
811;811;151;1411;Virtual XI                                                                                                                                                      ;Iron Maiden                                                                                                             ;Rock                                                                                                                    ;MPEG audio file                                                                                                         ;20221019;Q4;2022/10/19 00:00:00.000000000;October                       ;2022;19;3;Jane Peacock                                                                                        ;45;Ladislav Kovács                                                                                     ;0.99;1;0.99;Hungary                                                                                             
812;812;151;1417;Sex Machine                                                                                                                                                     ;James Brown                                                                                                             ;R&B/Soul                                                                                                                ;MPEG audio file                                                                                                         ;20221019;Q4;2022/10/19 00:00:00.000000000;October                       ;2022;19;3;Jane Peacock                                                                                        ;45;Ladislav Kovács                                                                                     ;0.99;1;0.99;Hungary                                                                                             
813;813;151;1423;Sex Machine                                                                                                                                                     ;James Brown                                                                                                             ;R&B/Soul                                                                                                                ;MPEG audio file                                                                                                         ;20221019;Q4;2022/10/19 00:00:00.000000000;October                       ;2022;19;3;Jane Peacock                                                                                        ;45;Ladislav Kovács                                                                                     ;0.99;1;0.99;Hungary                                                                                             
814;814;151;1429;Sex Machine                                                                                                                                                     ;James Brown                                                                                                             ;R&B/Soul                                                                                                                ;MPEG audio file                                                                                                         ;20221019;Q4;2022/10/19 00:00:00.000000000;October                       ;2022;19;3;Jane Peacock                                                                                        ;45;Ladislav Kovács                                                                                     ;0.99;1;0.99;Hungary                                                                                             
815;815;151;1435;Emergency On Planet Earth                                                                                                                                       ;Jamiroquai                                                                                                              ;Rock                                                                                                                    ;MPEG audio file                                                                                                         ;20221019;Q4;2022/10/19 00:00:00.000000000;October                       ;2022;19;3;Jane Peacock                                                                                        ;45;Ladislav Kovács                                                                                     ;0.99;1;0.99;Hungary                                                                                             
816;816;151;1441;Emergency On Planet Earth                                                                                                                                       ;Jamiroquai                                                                                                              ;Rock                                                                                                                    ;MPEG audio file                                                                                                         ;20221019;Q4;2022/10/19 00:00:00.000000000;October                       ;2022;19;3;Jane Peacock                                                                                        ;45;Ladislav Kovács                                                                                     ;0.99;1;0.99;Hungary                                                                                             
817;817;151;1447;Synkronized                                                                                                                                                     ;Jamiroquai                                                                                                              ;R&B/Soul                                                                                                                ;MPEG audio file                                                                                                         ;20221019;Q4;2022/10/19 00:00:00.000000000;October                       ;2022;19;3;Jane Peacock                                                                                        ;45;Ladislav Kovács                                                                                     ;0.99;1;0.99;Hungary                                                                                             
818;818;151;1453;Synkronized                                                                                                                                                     ;Jamiroquai                                                                                                              ;R&B/Soul                                                                                                                ;MPEG audio file                                                                                                         ;20221019;Q4;2022/10/19 00:00:00.000000000;October                       ;2022;19;3;Jane Peacock                                                                                        ;45;Ladislav Kovács                                                                                     ;0.99;1;0.99;Hungary                                                                                             
819;819;151;1459;The Return Of The Space Cowboy                                                                                                                                  ;Jamiroquai                                                                                                              ;Electronica/Dance                                                                                                       ;MPEG audio file                                                                                                         ;20221019;Q4;2022/10/19 00:00:00.000000000;October                       ;2022;19;3;Jane Peacock                                                                                        ;45;Ladislav Kovács                                                                                     ;0.99;1;0.99;Hungary                                                                                             
820;820;152;1468;Get Born                                                                                                                                                        ;JET                                                                                                                     ;Alternative & Punk                                                                                                      ;MPEG audio file                                                                                                         ;20221024;Q4;2022/10/24 00:00:00.000000000;October                       ;2022;24;5;Steve Johnson                                                                                       ;54;Steve Murray                                                                                        ;0.99;1;0.99;United Kingdom                                                                                      
821;821;152;1477;Get Born                                                                                                                                                        ;JET                                                                                                                     ;Alternative & Punk                                                                                                      ;MPEG audio file                                                                                                         ;20221024;Q4;2022/10/24 00:00:00.000000000;October                       ;2022;24;5;Steve Johnson                                                                                       ;54;Steve Murray                                                                                        ;0.99;1;0.99;United Kingdom                                                                                      
822;822;152;1486;Are You Experienced?                                                                                                                                            ;Jimi Hendrix                                                                                                            ;Rock                                                                                                                    ;MPEG audio file                                                                                                         ;20221024;Q4;2022/10/24 00:00:00.000000000;October                       ;2022;24;5;Steve Johnson                                                                                       ;54;Steve Murray                                                                                        ;0.99;1;0.99;United Kingdom                                                                                      
823;823;152;1495;Are You Experienced?                                                                                                                                            ;Jimi Hendrix                                                                                                            ;Rock                                                                                                                    ;MPEG audio file                                                                                                         ;20221024;Q4;2022/10/24 00:00:00.000000000;October                       ;2022;24;5;Steve Johnson                                                                                       ;54;Steve Murray                                                                                        ;0.99;1;0.99;United Kingdom                                                                                      
824;824;152;1504;Surfing with the Alien (Remastered)                                                                                                                             ;Joe Satriani                                                                                                            ;Rock                                                                                                                    ;Protected AAC audio file                                                                                                ;20221024;Q4;2022/10/24 00:00:00.000000000;October                       ;2022;24;5;Steve Johnson                                                                                       ;54;Steve Murray                                                                                        ;0.99;1;0.99;United Kingdom                                                                                      
825;825;152;1513;Jorge Ben Jor 25 Anos                                                                                                                                           ;Jorge Ben                                                                                                               ;Latin                                                                                                                   ;MPEG audio file                                                                                                         ;20221024;Q4;2022/10/24 00:00:00.000000000;October                       ;2022;24;5;Steve Johnson                                                                                       ;54;Steve Murray                                                                                        ;0.99;1;0.99;United Kingdom                                                                                      
826;826;152;1522;Jota Quest-1995                                                                                                                                                 ;Jota Quest                                                                                                              ;Latin                                                                                                                   ;MPEG audio file                                                                                                         ;20221024;Q4;2022/10/24 00:00:00.000000000;October                       ;2022;24;5;Steve Johnson                                                                                       ;54;Steve Murray                                                                                        ;0.99;1;0.99;United Kingdom                                                                                      
827;827;152;1531;Jota Quest-1995                                                                                                                                                 ;Jota Quest                                                                                                              ;Latin                                                                                                                   ;MPEG audio file                                                                                                         ;20221024;Q4;2022/10/24 00:00:00.000000000;October                       ;2022;24;5;Steve Johnson                                                                                       ;54;Steve Murray                                                                                        ;0.99;1;0.99;United Kingdom                                                                                      
828;828;152;1540;Cafezinho                                                                                                                                                       ;João Suplicy                                                                                                            ;World                                                                                                                   ;MPEG audio file                                                                                                         ;20221024;Q4;2022/10/24 00:00:00.000000000;October                       ;2022;24;5;Steve Johnson                                                                                       ;54;Steve Murray                                                                                        ;0.99;1;0.99;United Kingdom                                                                                      
829;829;152;1549;Living After Midnight                                                                                                                                           ;Judas Priest                                                                                                            ;Metal                                                                                                                   ;MPEG audio file                                                                                                         ;20221024;Q4;2022/10/24 00:00:00.000000000;October                       ;2022;24;5;Steve Johnson                                                                                       ;54;Steve Murray                                                                                        ;0.99;1;0.99;United Kingdom                                                                                      
830;830;152;1558;Living After Midnight                                                                                                                                           ;Judas Priest                                                                                                            ;Metal                                                                                                                   ;MPEG audio file                                                                                                         ;20221024;Q4;2022/10/24 00:00:00.000000000;October                       ;2022;24;5;Steve Johnson                                                                                       ;54;Steve Murray                                                                                        ;0.99;1;0.99;United Kingdom                                                                                      
831;831;152;1567;Unplugged [Live]                                                                                                                                                ;Kiss                                                                                                                    ;Rock                                                                                                                    ;MPEG audio file                                                                                                         ;20221024;Q4;2022/10/24 00:00:00.000000000;October                       ;2022;24;5;Steve Johnson                                                                                       ;54;Steve Murray                                                                                        ;0.99;1;0.99;United Kingdom                                                                                      
832;832;152;1576;Unplugged [Live]                                                                                                                                                ;Kiss                                                                                                                    ;Rock                                                                                                                    ;MPEG audio file                                                                                                         ;20221024;Q4;2022/10/24 00:00:00.000000000;October                       ;2022;24;5;Steve Johnson                                                                                       ;54;Steve Murray                                                                                        ;0.99;1;0.99;United Kingdom                                                                                      
833;833;152;1585;BBC Sessions [Disc 2] [Live]                                                                                                                                    ;Led Zeppelin                                                                                                            ;Rock                                                                                                                    ;MPEG audio file                                                                                                         ;20221024;Q4;2022/10/24 00:00:00.000000000;October                       ;2022;24;5;Steve Johnson                                                                                       ;54;Steve Murray                                                                                        ;0.99;1;0.99;United Kingdom                                                                                      
834;834;153;1599;Houses Of The Holy                                                                                                                                              ;Led Zeppelin                                                                                                            ;Rock                                                                                                                    ;MPEG audio file                                                                                                         ;20221101;Q4;2022/11/01 00:00:00.000000000;November                      ;2022;1;4;Margaret Park                                                                                       ;9;Kara Nielsen                                                                                        ;0.99;1;0.99;Denmark                                                                                             
835;835;154;1600;Houses Of The Holy                                                                                                                                              ;Led Zeppelin                                                                                                            ;Rock                                                                                                                    ;MPEG audio file                                                                                                         ;20221114;Q4;2022/11/14 00:00:00.000000000;November                      ;2022;14;4;Margaret Park                                                                                       ;10;Eduardo Martins                                                                                     ;0.99;1;0.99;Brazil                                                                                              
836;836;154;1601;Houses Of The Holy                                                                                                                                              ;Led Zeppelin                                                                                                            ;Rock                                                                                                                    ;MPEG audio file                                                                                                         ;20221114;Q4;2022/11/14 00:00:00.000000000;November                      ;2022;14;4;Margaret Park                                                                                       ;10;Eduardo Martins                                                                                     ;0.99;1;0.99;Brazil                                                                                              
837;837;155;1603;In Through The Out Door                                                                                                                                         ;Led Zeppelin                                                                                                            ;Rock                                                                                                                    ;MPEG audio file                                                                                                         ;20221114;Q4;2022/11/14 00:00:00.000000000;November                      ;2022;14;3;Jane Peacock                                                                                        ;12;Roberto Almeida                                                                                     ;0.99;1;0.99;Brazil                                                                                              
838;838;155;1605;In Through The Out Door                                                                                                                                         ;Led Zeppelin                                                                                                            ;Rock                                                                                                                    ;MPEG audio file                                                                                                         ;20221114;Q4;2022/11/14 00:00:00.000000000;November                      ;2022;14;3;Jane Peacock                                                                                        ;12;Roberto Almeida                                                                                     ;0.99;1;0.99;Brazil                                                                                              
839;839;156;1607;In Through The Out Door                                                                                                                                         ;Led Zeppelin                                                                                                            ;Rock                                                                                                                    ;MPEG audio file                                                                                                         ;20221115;Q4;2022/11/15 00:00:00.000000000;November                      ;2022;15;5;Steve Johnson                                                                                       ;14;Mark Philips                                                                                        ;0.99;1;0.99;Canada                                                                                              
840;840;156;1609;In Through The Out Door                                                                                                                                         ;Led Zeppelin                                                                                                            ;Rock                                                                                                                    ;MPEG audio file                                                                                                         ;20221115;Q4;2022/11/15 00:00:00.000000000;November                      ;2022;15;5;Steve Johnson                                                                                       ;14;Mark Philips                                                                                        ;0.99;1;0.99;Canada                                                                                              
841;841;156;1611;IV                                                                                                                                                              ;Led Zeppelin                                                                                                            ;Rock                                                                                                                    ;MPEG audio file                                                                                                         ;20221115;Q4;2022/11/15 00:00:00.000000000;November                      ;2022;15;5;Steve Johnson                                                                                       ;14;Mark Philips                                                                                        ;0.99;1;0.99;Canada                                                                                              
842;842;156;1613;IV                                                                                                                                                              ;Led Zeppelin                                                                                                            ;Rock                                                                                                                    ;MPEG audio file                                                                                                         ;20221115;Q4;2022/11/15 00:00:00.000000000;November                      ;2022;15;5;Steve Johnson                                                                                       ;14;Mark Philips                                                                                        ;0.99;1;0.99;Canada                                                                                              
843;843;157;1617;IV                                                                                                                                                              ;Led Zeppelin                                                                                                            ;Rock                                                                                                                    ;MPEG audio file                                                                                                         ;20221116;Q4;2022/11/16 00:00:00.000000000;November                      ;2022;16;3;Jane Peacock                                                                                        ;18;Michelle Brooks                                                                                     ;0.99;1;0.99;USA                                                                                                 
844;844;157;1621;Led Zeppelin I                                                                                                                                                  ;Led Zeppelin                                                                                                            ;Rock                                                                                                                    ;MPEG audio file                                                                                                         ;20221116;Q4;2022/11/16 00:00:00.000000000;November                      ;2022;16;3;Jane Peacock                                                                                        ;18;Michelle Brooks                                                                                     ;0.99;1;0.99;USA                                                                                                 
845;845;157;1625;Led Zeppelin I                                                                                                                                                  ;Led Zeppelin                                                                                                            ;Rock                                                                                                                    ;MPEG audio file                                                                                                         ;20221116;Q4;2022/11/16 00:00:00.000000000;November                      ;2022;16;3;Jane Peacock                                                                                        ;18;Michelle Brooks                                                                                     ;0.99;1;0.99;USA                                                                                                 
846;846;157;1629;Led Zeppelin II                                                                                                                                                 ;Led Zeppelin                                                                                                            ;Rock                                                                                                                    ;MPEG audio file                                                                                                         ;20221116;Q4;2022/11/16 00:00:00.000000000;November                      ;2022;16;3;Jane Peacock                                                                                        ;18;Michelle Brooks                                                                                     ;0.99;1;0.99;USA                                                                                                 
847;847;157;1633;Led Zeppelin II                                                                                                                                                 ;Led Zeppelin                                                                                                            ;Rock                                                                                                                    ;MPEG audio file                                                                                                         ;20221116;Q4;2022/11/16 00:00:00.000000000;November                      ;2022;16;3;Jane Peacock                                                                                        ;18;Michelle Brooks                                                                                     ;0.99;1;0.99;USA                                                                                                 
848;848;157;1637;Led Zeppelin III                                                                                                                                                ;Led Zeppelin                                                                                                            ;Rock                                                                                                                    ;MPEG audio file                                                                                                         ;20221116;Q4;2022/11/16 00:00:00.000000000;November                      ;2022;16;3;Jane Peacock                                                                                        ;18;Michelle Brooks                                                                                     ;0.99;1;0.99;USA                                                                                                 
849;849;158;1643;Led Zeppelin III                                                                                                                                                ;Led Zeppelin                                                                                                            ;Rock                                                                                                                    ;MPEG audio file                                                                                                         ;20221119;Q4;2022/11/19 00:00:00.000000000;November                      ;2022;19;3;Jane Peacock                                                                                        ;24;Frank Ralston                                                                                       ;0.99;1;0.99;USA                                                                                                 
850;850;158;1649;Physical Graffiti [Disc 2]                                                                                                                                      ;Led Zeppelin                                                                                                            ;Rock                                                                                                                    ;MPEG audio file                                                                                                         ;20221119;Q4;2022/11/19 00:00:00.000000000;November                      ;2022;19;3;Jane Peacock                                                                                        ;24;Frank Ralston                                                                                       ;0.99;1;0.99;USA                                                                                                 
851;851;158;1655;Presence                                                                                                                                                        ;Led Zeppelin                                                                                                            ;Rock                                                                                                                    ;MPEG audio file                                                                                                         ;20221119;Q4;2022/11/19 00:00:00.000000000;November                      ;2022;19;3;Jane Peacock                                                                                        ;24;Frank Ralston                                                                                       ;0.99;1;0.99;USA                                                                                                 
852;852;158;1661;Presence                                                                                                                                                        ;Led Zeppelin                                                                                                            ;Rock                                                                                                                    ;MPEG audio file                                                                                                         ;20221119;Q4;2022/11/19 00:00:00.000000000;November                      ;2022;19;3;Jane Peacock                                                                                        ;24;Frank Ralston                                                                                       ;0.99;1;0.99;USA                                                                                                 
853;853;158;1667;The Song Remains The Same (Disc 2)                                                                                                                              ;Led Zeppelin                                                                                                            ;Rock                                                                                                                    ;MPEG audio file                                                                                                         ;20221119;Q4;2022/11/19 00:00:00.000000000;November                      ;2022;19;3;Jane Peacock                                                                                        ;24;Frank Ralston                                                                                       ;0.99;1;0.99;USA                                                                                                 
